0.006	-0.050
-0.007	-0.032
0.000	-0.037
-0.024	-0.039
-0.022	-0.023
-0.028	-0.031
-0.048	0.003
-0.043	0.004
-0.051	0.044
-0.031	0.048
-0.029	0.045
-0.008	0.041
0.014	0.038
0.020	0.041
0.046	0.045
0.037	0.019
0.053	0.003
0.056	0.000
0.050	-0.019
0.047	-0.046
0.020	-0.058
0.021	-0.042
0.006	-0.051
-0.026	-0.048
-0.020	-0.025
-0.030	-0.049
-0.035	-0.055
-0.052	-0.028
-0.050	-0.016
-0.065	-0.002
-0.060	0.028
-0.047	0.027
-0.027	0.063
-0.034	0.052
-0.021	0.053
-0.003	0.033
0.014	0.046
0.031	0.046
0.031	0.052
0.042	0.029
0.032	0.044
0.057	0.022
0.071	0.023
0.058	0.002
0.068	-0.021
0.058	-0.045
0.077	-0.046
0.054	-0.057
0.050	-0.049
0.041	-0.044
0.002	-0.061
0.010	-0.075
-0.023	-0.063
-0.029	-0.066
-0.033	-0.052
-0.047	-0.040
-0.046	-0.047
-0.049	-0.050
-0.069	-0.012
-0.071	-0.027
-0.070	0.004
-0.069	0.006
-0.080	0.006
-0.067	0.000
-0.061	0.016
-0.072	0.031
-0.053	0.039
-0.050	0.040
-0.063	0.040
-0.037	0.054
-0.020	0.074
-0.033	0.079
-0.017	0.067
-0.008	0.068
-0.003	0.081
0.002	0.057
-0.004	0.060
0.024	0.074
0.023	0.065
0.020	0.062
0.023	0.082
0.063	0.057
0.040	0.063
0.068	0.053
0.058	0.056
0.053	0.046
0.049	0.041
0.070	0.059
0.078	0.050
0.070	0.037
0.071	0.022
0.070	0.002
0.069	0.022
0.077	0.045
0.070	0.014
0.069	0.009
0.052	0.019
0.064	-0.001
0.085	-0.000
0.071	0.013
0.074	0.012
0.069	0.010
0.092	-0.011
0.083	0.004
0.074	-0.019
0.077	0.010
0.076	0.007
0.085	0.006
0.078	0.019
0.080	-0.001
0.088	0.011
0.072	-0.002
0.096	0.005
0.081	0.008
0.056	0.004
0.065	0.014
0.077	0.019
0.065	0.020
0.088	0.014
0.065	0.024
0.074	0.026
0.075	0.028
0.058	0.015
0.076	0.056
0.063	0.033
0.069	0.030
0.056	0.038
0.049	0.030
0.044	0.039
0.062	0.053
0.050	0.064
0.041	0.045
0.045	0.063
0.007	0.066
0.014	0.063
0.023	0.063
0.023	0.074
0.021	0.065
0.006	0.081
-0.007	0.062
-0.009	0.067
-0.018	0.067
-0.035	0.061
-0.039	0.053
-0.047	0.050
-0.053	0.070
-0.043	0.061
-0.064	0.028
-0.061	0.027
-0.069	0.006
-0.073	0.028
-0.071	-0.007
-0.068	-0.006
-0.064	-0.028
-0.066	-0.032
-0.061	-0.024
-0.055	-0.062
-0.027	-0.062
-0.030	-0.070
-0.013	-0.055
-0.031	-0.064
0.005	-0.066
0.014	-0.060
0.027	-0.061
0.029	-0.067
0.052	-0.049
0.033	-0.058
0.029	-0.009
0.064	-0.024
0.077	-0.004
0.069	0.012
0.053	0.015
0.052	0.024
0.040	0.044
0.041	0.053
0.015	0.052
-0.006	0.053
-0.000	0.072
-0.004	0.058
-0.028	0.050
-0.047	0.039
-0.054	0.030
-0.044	0.000
-0.062	0.009
-0.061	0.006
-0.044	-0.006
-0.035	-0.050
-0.043	-0.050
-0.017	-0.044
0.003	-0.054
-0.022	-0.060
0.022	-0.041
0.032	-0.066
0.037	-0.041
0.060	-0.009
0.052	-0.022
0.047	0.014
0.050	0.026
0.040	0.024
0.020	0.055
0.012	0.043
0.001	0.039
-0.027	0.051
-0.027	0.042
-0.041	0.012
-0.045	-0.000
-0.051	0.001
-0.037	-0.012
-0.037	-0.022
-0.020	-0.033
-0.013	-0.051
0.003	-0.038
0.024	-0.046
0.022	-0.039
0.029	-0.007
0.020	-0.013
0.060	0.000
0.041	0.023
0.043	0.041
0.016	0.025
-0.004	0.052
-0.002	0.038
-0.024	0.024
-0.038	0.026
-0.044	0.011
-0.019	-0.013
-0.013	-0.007
-0.013	-0.038
-0.008	-0.032
0.012	-0.028
0.018	-0.026
0.024	-0.039
0.038	-0.022
0.019	-0.006
0.014	0.030
0.038	0.016
0.008	0.028
-0.001	0.043
-0.021	0.023
-0.041	-0.004
-0.044	0.004
-0.016	-0.020
-0.037	-0.011
-0.023	-0.025
-0.007	-0.020
0.016	-0.008
0.034	-0.011
0.011	-0.017
0.026	0.005
0.009	0.014
0.009	0.034
-0.006	0.031
-0.013	0.024
-0.017	0.019
-0.002	0.002
-0.028	-0.013
-0.035	-0.005
0.018	-0.034
0.004	-0.009
0.010	-0.014
0.015	-0.007
0.029	-0.016
0.007	0.002
0.021	0.018
0.005	0.011
-0.009	0.028
-0.028	-0.006
-0.015	-0.008
-0.022	-0.005
-0.007	-0.016
-0.014	-0.021
0.018	-0.021
0.004	-0.006
0.044	-0.012
0.004	0.028
0.012	-0.001
0.005	0.002
0.005	0.016
-0.010	0.023
-0.015	0.016
-0.019	-0.008
0.004	-0.006
0.010	-0.006
0.027	0.002
0.022	-0.008
0.016	-0.009
0.004	0.028
0.009	0.010
-0.006	0.014
-0.010	0.008
-0.003	0.001
-0.005	0.008
0.014	-0.013
-0.005	-0.017
0.023	-0.016
-0.012	0.008
0.006	0.001
0.013	0.038
0.015	0.012
-0.014	0.012
0.009	0.007
-0.003	-0.014
0.009	-0.024
-0.006	0.007
0.007	-0.006
-0.008	-0.001
0.001	0.011
0.010	0.024
0.002	-0.002
0.010	0.021
-0.021	0.009
-0.009	0.006
0.002	0.004
-0.002	-0.011
-0.008	-0.013
0.010	-0.010
0.017	-0.004
0.005	0.009
0.015	-0.003
0.001	0.015
-0.017	-0.007
-0.010	0.008
0.013	0.006
0.005	0.009
0.016	-0.011
0.005	0.011
-0.003	0.000
0.003	0.015
-0.006	-0.000
-0.009	-0.013
0.017	-0.003
0.021	0.003
-0.020	0.012
0.011	-0.012
0.018	-0.002
0.001	-0.003
-0.011	0.003
-0.002	0.016
-0.014	-0.005
-0.001	-0.001
0.011	-0.013
-0.004	-0.008
-0.009	-0.001
0.004	0.000
0.005	-0.004
0.028	0.006
-0.027	-0.001
0.000	-0.011
-0.004	-0.010
-0.008	-0.011
0.012	-0.003
-0.002	0.008
0.005	-0.001
-0.014	-0.006
0.009	0.006
-0.005	0.001
-0.013	-0.002
-0.002	-0.027
0.005	-0.001
-0.009	0.004
0.011	-0.016
0.004	0.014
